"model" "t_stats" "p_value" "p_val_adjusted"
"scikit.learn:issue_post:member-scikit.learn:issue_reply:member" "3W: Types x Author Groups x Project" -9.09363481965242 0 0
"scikit.learn:issue_post:nonmember-scikit.learn:issue_reply:nonmember" "3W: Types x Author Groups x Project" -5.8852220658532 0.00000000397519883676978 0.00000000847542393499971
"scikit.learn:pr_post:member-scikit.learn:pr_reply:member" "3W: Types x Author Groups x Project" -22.4792886526571 0 0
"scikit.learn:pr_post:nonmember-scikit.learn:pr_reply:nonmember" "3W: Types x Author Groups x Project" -22.2440509570055 0 0
"scikit.learn:issue_post:member-scikit.learn:pr_post:member" "3W: Types x Author Groups x Project" -1.15069102236073 0.24985937122142 0.291073288123922
"scikit.learn:issue_post:nonmember-scikit.learn:pr_post:nonmember" "3W: Types x Author Groups x Project" 13.0889771887496 0 0
"scikit.learn:issue_reply:member-scikit.learn:pr_reply:member" "3W: Types x Author Groups x Project" -30.7089369846038 0 0
"scikit.learn:issue_reply:nonmember-scikit.learn:pr_reply:nonmember" "3W: Types x Author Groups x Project" -0.0699780587610157 0.944211123389586 0.961223936423633
"scikit.image:issue_post:member-scikit.image:issue_post:nonmember" "3W: Types x Author Groups x Project" -5.76392325308881 0.00000000821807977224864 0.0000000165829109690017
"scikit.image:issue_reply:member-scikit.image:issue_reply:nonmember" "3W: Types x Author Groups x Project" -10.2111839290493 0 0
"scikit.image:pr_post:member-scikit.image:pr_post:nonmember" "3W: Types x Author Groups x Project" -1.35029021641429 0.176922909361691 0.212683922956075
"scikit.image:pr_reply:member-scikit.image:pr_reply:nonmember" "3W: Types x Author Groups x Project" -11.2661616636856 0 0
"scikit.image:issue_post:member-scikit.image:issue_reply:member" "3W: Types x Author Groups x Project" -5.82432480852633 0.00000000573439562501221 0.0000000119997538078959
"scikit.image:issue_post:nonmember-scikit.image:issue_reply:nonmember" "3W: Types x Author Groups x Project" -4.37048914913171 0.0000123968515219897 0.0000206006503233063
"scikit.image:pr_post:member-scikit.image:pr_reply:member" "3W: Types x Author Groups x Project" -18.7055356722124 0 0
"scikit.image:pr_post:nonmember-scikit.image:pr_reply:nonmember" "3W: Types x Author Groups x Project" -15.9557984068266 0 0
"scikit.image:issue_post:member-scikit.image:pr_post:member" "3W: Types x Author Groups x Project" -0.24503227077347 0.80643144439696 0.843766233489411
"scikit.image:issue_post:nonmember-scikit.image:pr_post:nonmember" "3W: Types x Author Groups x Project" 4.67987427454592 0.00000287050889591356 0.00000506824226934738
"scikit.image:issue_reply:member-scikit.image:pr_reply:member" "3W: Types x Author Groups x Project" -16.6985370728407 0 0
"scikit.image:issue_reply:nonmember-scikit.image:pr_reply:nonmember" "3W: Types x Author Groups x Project" -7.53262836578509 0.000000000000049737991503207 0.000000000000130706814880521
"matplotlib:issue_post:member-matplotlib:issue_post:nonmember" "3W: Types x Author Groups x Project" -5.06332455088842 0.000000412007556960248 0.000000763227113713246
"matplotlib:issue_reply:member-matplotlib:issue_reply:nonmember" "3W: Types x Author Groups x Project" -34.8743761235342 0 0
"matplotlib:pr_post:member-matplotlib:pr_post:nonmember" "3W: Types x Author Groups x Project" -1.51087190383628 0.13082109046951 0.162448167286315
"matplotlib:pr_reply:member-matplotlib:pr_reply:nonmember" "3W: Types x Author Groups x Project" -17.1414456202364 0 0
"matplotlib:issue_post:member-matplotlib:issue_reply:member" "3W: Types x Author Groups x Project" -0.265159693215484 0.790886443954008 0.835235216512177
"matplotlib:issue_post:nonmember-matplotlib:issue_reply:nonmember" "3W: Types x Author Groups x Project" -15.0042554792549 0 0
"matplotlib:pr_post:member-matplotlib:pr_reply:member" "3W: Types x Author Groups x Project" -16.781652594237 0 0
"matplotlib:pr_post:nonmember-matplotlib:pr_reply:nonmember" "3W: Types x Author Groups x Project" -16.7763724830311 0 0
"matplotlib:issue_post:member-matplotlib:pr_post:member" "3W: Types x Author Groups x Project" 3.49378083427215 0.000476231803161475 0.00073718073640064
"matplotlib:issue_post:nonmember-matplotlib:pr_post:nonmember" "3W: Types x Author Groups x Project" 6.7111949959159 0.0000000000193036697737625 0.0000000000464109507326631
"matplotlib:issue_reply:member-matplotlib:pr_reply:member" "3W: Types x Author Groups x Project" -16.0479063013753 0 0
"matplotlib:issue_reply:nonmember-matplotlib:pr_reply:nonmember" "3W: Types x Author Groups x Project" 2.63355498955529 0.0084496152048672 0.0117639465835036
"mayavi:issue_post:member-mayavi:issue_post:nonmember" "3W: Types x Author Groups x Project" -5.67577968244025 0.000000013805837362213 0.0000000273694670514047
"mayavi:issue_reply:member-mayavi:issue_reply:nonmember" "3W: Types x Author Groups x Project" -6.56145761923206 0.0000000000532842658884647 0.000000000125440042612427
"mayavi:pr_post:member-mayavi:pr_post:nonmember" "3W: Types x Author Groups x Project" 0.013719911013796 0.989053438250337 0.989053438250337
"mayavi:pr_reply:member-mayavi:pr_reply:nonmember" "3W: Types x Author Groups x Project" 5.34443170528406 0.0000000907011648010325 0.000000176710890043391
"mayavi:issue_post:member-mayavi:issue_reply:member" "3W: Types x Author Groups x Project" -3.3272990046759 0.000876922247177392 0.00130384492014533
"mayavi:issue_post:nonmember-mayavi:issue_reply:nonmember" "3W: Types x Author Groups x Project" -0.665676864066936 0.505617664613223 0.56014505981661
"mayavi:pr_post:member-mayavi:pr_reply:member" "3W: Types x Author Groups x Project" -10.8875974694737 0 0
"mayavi:pr_post:nonmember-mayavi:pr_reply:nonmember" "3W: Types x Author Groups x Project" -3.75790293872077 0.000171343315222394 0.000272701332677895
"mayavi:issue_post:member-mayavi:pr_post:member" "3W: Types x Author Groups x Project" -0.827954147102555 0.407696468128764 0.460697008985504
"mayavi:issue_post:nonmember-mayavi:pr_post:nonmember" "3W: Types x Author Groups x Project" 4.91903108843772 0.000000869736565434209 0.00000156000368085819
"mayavi:issue_reply:member-mayavi:pr_reply:member" "3W: Types x Author Groups x Project" -10.4309192499055 0 0
"mayavi:issue_reply:nonmember-mayavi:pr_reply:nonmember" "3W: Types x Author Groups x Project" 1.9283544219708 0.053811056884469 0.0698925221602873
"pandas:issue_post:member-pandas:issue_post:nonmember" "3W: Types x Author Groups x Project" -11.1432251235087 0 0
"pandas:issue_reply:member-pandas:issue_reply:nonmember" "3W: Types x Author Groups x Project" -44.3427855070419 0 0
"pandas:pr_post:member-pandas:pr_post:nonmember" "3W: Types x Author Groups x Project" -2.73615190666924 0.00621623229344537 0.00878042811449158
"pandas:pr_reply:member-pandas:pr_reply:nonmember" "3W: Types x Author Groups x Project" -21.1018557091323 0 0
"pandas:issue_post:member-pandas:issue_reply:member" "3W: Types x Author Groups x Project" -11.4210488000068 0 0
"pandas:issue_post:nonmember-pandas:issue_reply:nonmember" "3W: Types x Author Groups x Project" -24.5897801526321 0 0
"pandas:pr_post:member-pandas:pr_reply:member" "3W: Types x Author Groups x Project" -34.0819069924955 0 0
"pandas:pr_post:nonmember-pandas:pr_reply:nonmember" "3W: Types x Author Groups x Project" -28.3416571588313 0 0
"pandas:issue_post:member-pandas:pr_post:member" "3W: Types x Author Groups x Project" 1.21371444435586 0.224856786630528 0.264675175929684
"pandas:issue_post:nonmember-pandas:pr_post:nonmember" "3W: Types x Author Groups x Project" 7.07997387027588 0.00000000000144173561977823 0.00000000000362035833410977
"pandas:issue_reply:member-pandas:pr_reply:member" "3W: Types x Author Groups x Project" -42.2009350333697 0 0
"pandas:issue_reply:nonmember-pandas:pr_reply:nonmember" "3W: Types x Author Groups x Project" -2.92963576918252 0.00339359525839145 0.00491636236151581
"scipy:issue_post:member-scipy:issue_post:nonmember" "3W: Types x Author Groups x Project" -7.36941575106866 0.000000000000171418435002124 0.000000000000440233708073637
"scipy:issue_reply:member-scipy:issue_reply:nonmember" "3W: Types x Author Groups x Project" -23.385455605391 0 0
"scipy:pr_post:member-scipy:pr_post:nonmember" "3W: Types x Author Groups x Project" -2.30321732301626 0.0212666186358295 0.028272093009985
"scipy:pr_reply:member-scipy:pr_reply:nonmember" "3W: Types x Author Groups x Project" -3.46201288791878 0.00053615148043451 0.000818717801204049
"scipy:issue_post:member-scipy:issue_reply:member" "3W: Types x Author Groups x Project" -4.59131217839971 0.0000044046792266883 0.00000765736542485812
"scipy:issue_post:nonmember-scipy:issue_reply:nonmember" "3W: Types x Author Groups x Project" -9.83726863284239 0 0
"scipy:pr_post:member-scipy:pr_reply:member" "3W: Types x Author Groups x Project" -24.799741409807 0 0
"scipy:pr_post:nonmember-scipy:pr_reply:nonmember" "3W: Types x Author Groups x Project" -16.0827274572866 0 0
"scipy:issue_post:member-scipy:pr_post:member" "3W: Types x Author Groups x Project" -0.340377674344696 0.733572129343106 0.789463339197819
"scipy:issue_post:nonmember-scipy:pr_post:nonmember" "3W: Types x Author Groups x Project" 6.30019881557872 0.000000000297263991200225 0.000000000685527163380111
"scipy:issue_reply:member-scipy:pr_reply:member" "3W: Types x Author Groups x Project" -30.5223392194333 0 0
"scipy:issue_reply:nonmember-scipy:pr_reply:nonmember" "3W: Types x Author Groups x Project" -0.130567515099453 0.896117441878653 0.920557008475343
"numpy:issue_post:member-numpy:issue_post:nonmember" "3W: Types x Author Groups x Project" -5.8164334394337 0.00000000601164651392594 0.0000000123512010195206
"numpy:issue_reply:member-numpy:issue_reply:nonmember" "3W: Types x Author Groups x Project" -31.5533325708389 0 0
"numpy:pr_post:member-numpy:pr_post:nonmember" "3W: Types x Author Groups x Project" -1.04306436304624 0.296918484359718 0.34236519114947
"numpy:pr_reply:member-numpy:pr_reply:nonmember" "3W: Types x Author Groups x Project" -4.95200306783912 0.000000734534460811176 0.00000133874829147843
"numpy:issue_post:member-numpy:issue_reply:member" "3W: Types x Author Groups x Project" -2.63007237509672 0.00853666920218843 0.0117639465835036
"numpy:issue_post:nonmember-numpy:issue_reply:nonmember" "3W: Types x Author Groups x Project" -14.0693397548756 0 0
"numpy:pr_post:member-numpy:pr_reply:member" "3W: Types x Author Groups x Project" -23.8421834120883 0 0
"numpy:pr_post:nonmember-numpy:pr_reply:nonmember" "3W: Types x Author Groups x Project" -15.3251447046196 0 0
"numpy:issue_post:member-numpy:pr_post:member" "3W: Types x Author Groups x Project" 1.74589267651652 0.0808296026914839 0.102626349484693
"numpy:issue_post:nonmember-numpy:pr_post:nonmember" "3W: Types x Author Groups x Project" 5.94092318537338 0.00000000283421397462291 0.00000000615896498331517
"numpy:issue_reply:member-numpy:pr_reply:member" "3W: Types x Author Groups x Project" -32.2710126579277 0 0
"numpy:issue_reply:nonmember-numpy:pr_reply:nonmember" "3W: Types x Author Groups x Project" 3.7371801443265 0.000186095597169533 0.000292066701113295
"sphinx.gallery:issue_post:member-sphinx.gallery:issue_post:nonmember" "3W: Types x Author Groups x Project" -1.77947777579773 0.0751614653178718 0.0965141543286309
"sphinx.gallery:issue_reply:member-sphinx.gallery:issue_reply:nonmember" "3W: Types x Author Groups x Project" -6.10600233901158 0.00000000102157504677791 0.00000000230875960571808
"sphinx.gallery:pr_post:member-sphinx.gallery:pr_post:nonmember" "3W: Types x Author Groups x Project" -0.735902612616624 0.46178996718894 0.516656101904458
"sphinx.gallery:pr_reply:member-sphinx.gallery:pr_reply:nonmember" "3W: Types x Author Groups x Project" -0.183357614618122 0.854517430638673 0.885875868460276
"sphinx.gallery:issue_post:member-sphinx.gallery:issue_reply:member" "3W: Types x Author Groups x Project" -0.591742655065344 0.554022928546649 0.60781156238613
"sphinx.gallery:issue_post:nonmember-sphinx.gallery:issue_reply:nonmember" "3W: Types x Author Groups x Project" -2.00530091714413 0.0449308868436202 0.0590370955038266
"sphinx.gallery:pr_post:member-sphinx.gallery:pr_reply:member" "3W: Types x Author Groups x Project" -3.95405687971652 0.0000768371304220583 0.000124037081967037
"sphinx.gallery:pr_post:nonmember-sphinx.gallery:pr_reply:nonmember" "3W: Types x Author Groups x Project" -1.46582399344665 0.142696242713309 0.175268211158738
"sphinx.gallery:issue_post:member-sphinx.gallery:pr_post:member" "3W: Types x Author Groups x Project" 0.512891466427938 0.608027243074583 0.660644985263729
"sphinx.gallery:issue_post:nonmember-sphinx.gallery:pr_post:nonmember" "3W: Types x Author Groups x Project" 1.22932986481568 0.218948154367144 0.260433067826181
"sphinx.gallery:issue_reply:member-sphinx.gallery:pr_reply:member" "3W: Types x Author Groups x Project" -4.46290142701414 0.00000808572557065013 0.0000136371192460219
"sphinx.gallery:issue_reply:nonmember-sphinx.gallery:pr_reply:nonmember" "3W: Types x Author Groups x Project" 2.55264321030583 0.0106908948796693 0.014555073751839
