"model" "t_stats" "p_value" "p_val_adjusted"
"scipy:issue_post:member-scipy:issue_reply:member" "3W: Types x Author Groups x Project" -8.77683622287745 0 0
"scipy:issue_post:nonmember-scipy:issue_reply:nonmember" "3W: Types x Author Groups x Project" -11.8204932528071 0 0
"scipy:pr_post:member-scipy:pr_reply:member" "3W: Types x Author Groups x Project" -16.5744045615149 0 0
"scipy:pr_post:nonmember-scipy:pr_reply:nonmember" "3W: Types x Author Groups x Project" -10.3592727839617 0 0
"scipy:issue_post:member-scipy:pr_post:member" "3W: Types x Author Groups x Project" -2.26060325244493 0.0237838361718519 0.0413472844218348
"scipy:issue_post:nonmember-scipy:pr_post:nonmember" "3W: Types x Author Groups x Project" -2.86445163414065 0.00417731942507271 0.00813857060402097
"scipy:issue_reply:member-scipy:pr_reply:member" "3W: Types x Author Groups x Project" -9.00739617716106 0 0
"scipy:issue_reply:nonmember-scipy:pr_reply:nonmember" "3W: Types x Author Groups x Project" -4.30258021394701 0.0000168820521455615 0.0000476917973112112
"numpy:issue_post:member-numpy:issue_post:nonmember" "3W: Types x Author Groups x Project" 0.134690379169284 0.892856680182601 0.921038628653441
"numpy:issue_reply:member-numpy:issue_reply:nonmember" "3W: Types x Author Groups x Project" -2.46980656546775 0.0135186129732991 0.0246387623545614
"numpy:pr_post:member-numpy:pr_post:nonmember" "3W: Types x Author Groups x Project" -0.200311209638476 0.841237196189333 0.894362231139675
"numpy:pr_reply:member-numpy:pr_reply:nonmember" "3W: Types x Author Groups x Project" 0.499891141095876 0.617151730429197 0.697381455384992
"numpy:issue_post:member-numpy:issue_reply:member" "3W: Types x Author Groups x Project" -9.88466029276356 0 0
"numpy:issue_post:nonmember-numpy:issue_reply:nonmember" "3W: Types x Author Groups x Project" -13.2724600301659 0 0
"numpy:pr_post:member-numpy:pr_reply:member" "3W: Types x Author Groups x Project" -16.9603924210296 0 0
"numpy:pr_post:nonmember-numpy:pr_reply:nonmember" "3W: Types x Author Groups x Project" -11.6762588121248 0 0
"numpy:issue_post:member-numpy:pr_post:member" "3W: Types x Author Groups x Project" -1.99099018929436 0.0464819658356423 0.0750351734203941
"numpy:issue_post:nonmember-numpy:pr_post:nonmember" "3W: Types x Author Groups x Project" -2.20359038036457 0.0275531644175715 0.0464702623759042
"numpy:issue_reply:member-numpy:pr_reply:member" "3W: Types x Author Groups x Project" -9.48174768888989 0 0
"numpy:issue_reply:nonmember-numpy:pr_reply:nonmember" "3W: Types x Author Groups x Project" -5.03620306270878 0.000000474856810095403 0.00000145023836596704
"sphinx.gallery:issue_post:member-sphinx.gallery:issue_post:nonmember" "3W: Types x Author Groups x Project" 0.563439821930173 0.573135427115903 0.667673229526773
"sphinx.gallery:issue_reply:member-sphinx.gallery:issue_reply:nonmember" "3W: Types x Author Groups x Project" -0.358660085658316 0.719849391339132 0.789737681760407
"sphinx.gallery:pr_post:member-sphinx.gallery:pr_post:nonmember" "3W: Types x Author Groups x Project" -1.62436293932412 0.104298371789721 0.151098923233826
"sphinx.gallery:pr_reply:member-sphinx.gallery:pr_reply:nonmember" "3W: Types x Author Groups x Project" 0.129974911920345 0.896586275680341 0.921038628653441
"sphinx.gallery:issue_post:member-sphinx.gallery:issue_reply:member" "3W: Types x Author Groups x Project" -3.57130235148024 0.000355210551961749 0.000836224841076617
"sphinx.gallery:issue_post:nonmember-sphinx.gallery:issue_reply:nonmember" "3W: Types x Author Groups x Project" -4.12649143535412 0.0000368339715270949 0.000101518019086871
"sphinx.gallery:pr_post:member-sphinx.gallery:pr_reply:member" "3W: Types x Author Groups x Project" -3.45562947712636 0.000549009440956816 0.0012407613365624
"sphinx.gallery:pr_post:nonmember-sphinx.gallery:pr_reply:nonmember" "3W: Types x Author Groups x Project" -0.180999398270043 0.856368048324883 0.896014717228813
"sphinx.gallery:issue_post:member-sphinx.gallery:pr_post:member" "3W: Types x Author Groups x Project" -0.297596929840797 0.766010818097943 0.832300215817958
"sphinx.gallery:issue_post:nonmember-sphinx.gallery:pr_post:nonmember" "3W: Types x Author Groups x Project" -2.20940287437934 0.027146631286008 0.0464702623759042
"sphinx.gallery:issue_reply:member-sphinx.gallery:pr_reply:member" "3W: Types x Author Groups x Project" 1.22349125953268 0.221144203455111 0.293991705769736
"sphinx.gallery:issue_reply:nonmember-sphinx.gallery:pr_reply:nonmember" "3W: Types x Author Groups x Project" 1.03345711621227 0.301390029231284 0.387012196626535
